,Country,Score,Pos.,short_name,long_name,nationality,movement_acceleration,movement_agility,movement_balance,power_jumping,pace,movement_reactions,movement_sprint_speed,power_stamina,power_strength
4241,Argentina,2,16,R. Delgado,Rafael Marcelo Delgado,Argentina,70,60,68,75,71.0,70,72,77,70
4242,Argentina,2,16,F. Sánchez,Facundo Sánchez,Argentina,93,75,73,54,91.0,78,89,84,61
4243,Argentina,2,16,S. Vittor,Sergio Javier Vittor,Argentina,58,52,41,49,59.0,66,59,73,85
4244,Argentina,2,16,N. Gorosito,Nicolás Ezequiel Gorosito,Argentina,67,59,50,75,68.0,59,69,63,77
4245,Argentina,2,16,O. Pérez,Omar Sebastián Pérez,Argentina,40,57,67,31,41.0,73,41,30,76
4246,Argentina,2,16,L. Desábato,Leandro Desábato,Argentina,34,30,33,33,35.0,70,35,34,82
4247,Argentina,2,16,P. Toranzo,Patricio Daniel Toranzo,Argentina,59,66,66,66,55.0,66,52,61,69
4248,Argentina,2,16,J. Bottinelli,Jonathan Pablo Bottinelli,Argentina,42,36,68,79,46.0,71,49,60,76
4249,Argentina,2,16,F. Erpen,Facundo Adrián Erpen,Argentina,67,62,52,76,65.0,65,64,67,79
4250,Argentina,2,16,G. Denis,Germán Gustavo Denis,Argentina,42,61,63,74,37.0,66,33,57,84
4251,Argentina,2,16,M. Pavone,Hugo Mariano Pavone,Argentina,58,54,75,81,55.0,66,53,71,85
4252,Argentina,2,16,A. Faurlín,Alejandro Damián Faurlin,Argentina,38,58,54,73,42.0,80,45,56,80
4253,Argentina,2,16,P. Álvarez,Pablo Sebastián Valeira Álvarez,Argentina,69,64,74,75,69.0,75,69,74,80
4254,Argentina,2,16,C. Campestrini,Cristian Campestrini,Argentina,24,30,50,60,,68,26,38,72
4255,Argentina,2,16,N. Domingo,Nicolás Mario Domingo,Argentina,60,78,72,69,65.0,72,69,76,62
4256,Argentina,2,16,P. Mouche,Pablo Nicolás Mouche,Argentina,80,73,76,70,78.0,70,76,72,70
4257,Argentina,2,16,N. Bertolo,Nicolás Santiago Bertolo,Argentina,60,77,74,54,68.0,69,75,60,67
4258,Argentina,2,16,M. Moralez,Maximiliano Nicol Moralez,Argentina,86,85,80,34,78.0,74,71,66,34
4259,Argentina,2,16,L. Ardente,Luis Emanuel Ardente,Argentina,25,20,16,26,,62,21,14,69
4260,Argentina,2,16,J. Fernández,José Luis Fernández,Argentina,82,80,82,79,81.0,69,81,80,45
4261,Argentina,2,16,G. Núñez,Jonathan Guillermo Nuñez Espinoza,Argentina,76,78,59,72,78.0,70,79,74,79
4262,Argentina,2,16,C. Riaño,Claudio Maximiliano Riaño,Argentina,77,75,74,58,78.0,68,78,70,74
4263,Argentina,2,16,B. Bianchi,Bruno Félix Bianchi Massey,Argentina,59,62,58,69,62.0,64,65,65,77
4264,Argentina,2,16,N. Aguirre,Nicolás Diego Aguirre,Argentina,73,71,63,45,71.0,69,69,79,77
4265,Argentina,2,16,H. Fredes,Hernán Daniel Fredes,Argentina,70,74,79,69,70.0,68,70,67,50
4266,Argentina,2,16,M. García,Mateo Ezequiel García,Argentina,77,82,87,41,72.0,66,67,71,31
4267,Argentina,2,16,F. Bustos,Fabricio Bustos Sein,Argentina,83,73,72,55,82.0,63,81,84,43
4268,Argentina,2,16,Y. Asad,Yamil Rodrigo Asad,Argentina,74,85,68,84,73.0,74,73,82,54
4269,Argentina,2,16,W. Benítez,Walter Daniel Benítez,Argentina,45,36,40,57,,67,48,42,80
4270,Argentina,2,16,G. Poblete,Gerónimo Gastón Poblete,Argentina,65,73,74,70,66.0,72,66,81,69
4271,Argentina,2,16,A. Soto,Alexis Nahuel Soto,Argentina,75,71,68,70,76.0,66,76,82,52
4272,Argentina,2,16,B. Zuculini,Bruno Zuculini,Argentina,67,69,66,64,69.0,71,70,45,63
4273,Argentina,2,16,W. Montoya,Walter Iván Montoya,Argentina,82,76,80,61,80.0,66,79,72,56
4274,Argentina,2,16,E. Andrada,Esteban Maximiliano Andrada,Argentina,45,34,43,54,,68,44,45,59
4275,Argentina,2,16,G. Blanco Leschuk,Gustavo Ezequiel Blanco Leschuk,Argentina,69,48,45,60,68.0,69,67,57,82
4276,Argentina,2,16,S. Palacios,Sebastián Alberto Palacios,Argentina,90,91,89,73,90.0,68,90,70,59
4277,Argentina,2,16,R. Gómez,Rodrigo Manuel Gómez,Argentina,83,84,87,59,85.0,67,86,85,39
4278,Argentina,2,16,E. Insúa,Emanuel Mariano Insúa Zapata,Argentina,71,67,65,76,73.0,69,75,82,67
4279,Argentina,2,16,F. Zuqui,Fernando Zuqui,Argentina,65,80,75,61,67.0,75,68,77,67
4280,Argentina,2,16,V. Cabrera,Víctor Cabrera,Argentina,70,65,59,59,71.0,64,71,62,70
4281,Argentina,2,16,M. Coronel,Maximiliano Ángel Coronel,Argentina,58,51,51,87,54.0,68,51,54,72
4282,Argentina,2,16,L. Fariña,Luis Carlos Fariña Olivera,Argentina,75,76,78,66,73.0,74,72,53,61
4283,Argentina,2,16,N. Pasquini,Nicolás Pasquini,Argentina,78,75,71,72,76.0,75,75,73,57
4284,Argentina,2,16,F. Lértora,Federico Eduardo Lértora,Argentina,66,62,56,75,65.0,65,65,75,70
4285,Argentina,2,16,C. Auzqui,Carlos Daniel Auzqui,Argentina,83,79,71,77,82.0,68,82,72,68
4286,Argentina,2,16,J. Speroni,Julián Speroni,Argentina,42,48,55,74,,68,43,33,43
4287,Argentina,2,16,I. Damonte,Israel Alejandro Damonte,Argentina,69,68,71,57,61.0,69,54,58,66
4288,Argentina,2,16,M. González,Mariano Nicolás González,Argentina,61,72,75,61,60.0,66,60,65,67
4289,Argentina,2,16,G. Colman,Gustavo Alejandro Colman,Argentina,55,65,68,53,58.0,74,61,47,62
4290,Argentina,2,16,V. Figueroa,Víctor Alberto Figueroa,Argentina,82,78,85,81,79.0,72,76,74,36
4291,Argentina,2,16,L. Licht,Lucas Matías Licht,Argentina,78,73,77,76,79.0,66,79,70,60
4292,Argentina,2,16,N. Cardozo,Neri Raúl Cardozo,Argentina,81,79,74,70,80.0,68,80,73,71
4293,Argentina,2,16,N. Fernández,Nereo Ariel Fernández,Argentina,42,58,48,58,,61,44,37,78
4294,Argentina,2,16,E. Villa,Emanuel Alejandro Villa,Argentina,39,63,61,78,43.0,75,46,45,80
4295,Argentina,2,16,N. Champagne,Nereo Champagne,Argentina,40,56,32,62,,67,36,31,62
4296,Argentina,2,16,C. Villagra,Cristian Carlos Villagra,Argentina,80,70,72,60,79.0,71,79,64,70
4297,Argentina,2,16,D. Bottinelli,Darío Bottinelli,Argentina,54,78,76,58,57.0,56,59,74,67
4298,Argentina,2,16,C. Luna,Carlos Ariel Luna,Argentina,69,71,74,89,60.0,69,53,32,75
4299,Argentina,2,16,G. Bergessio,Gonzalo Rubén Bergessio,Argentina,67,69,68,78,65.0,74,64,55,80
4300,Argentina,2,16,M. Cahais,Matías Cahais,Argentina,51,57,48,66,52.0,63,53,67,81
4301,Argentina,2,16,L. Grimi,Leandro Damián Grimi,Argentina,70,72,65,81,68.0,67,66,73,71
4302,Argentina,2,16,J. Morales,Javier Morales,Argentina,63,68,69,55,59.0,59,55,45,57
4303,Argentina,2,16,T. Costa,Tomás Costa,Argentina,64,67,47,79,59.0,71,54,90,74
4304,Argentina,2,16,F. Mancinelli,Federico Mancinelli,Argentina,54,52,71,62,48.0,76,43,78,75
4305,Argentina,2,16,M. Formica,Mauro Abel Fórmica,Argentina,76,75,76,73,76.0,66,76,62,58
4306,Argentina,2,16,I. Pillud,Iván Alexis Pillud,Argentina,83,62,64,78,84.0,70,85,77,80
4307,Argentina,2,16,M. Torsiglieri,Marco Natanel Torsiglieri,Argentina,38,41,34,46,38.0,64,38,59,92
4308,Argentina,2,16,F. Bordagaray,Fabián Ramón Bordagaray,Argentina,71,63,68,67,73.0,63,75,70,71
4309,Argentina,2,16,L. Aveldaño,Lucas Elio Aveldaño,Argentina,58,55,49,75,60.0,66,62,78,82
4310,Argentina,2,16,P. Rodríguez,Patricio Julián Rodríguez,Argentina,79,82,82,72,78.0,64,78,65,34
4311,Argentina,2,16,C. Pellerano,Cristian Alberto Pellerano,Argentina,53,60,59,76,55.0,68,56,80,81
4312,Argentina,2,16,L. Wílchez,Lucas Antonio Wílchez,Argentina,69,76,86,61,71.0,62,73,60,63
4313,Argentina,2,16,M. Cerato,Maximiliano Iván Ceratto,Argentina,91,90,75,53,91.0,54,91,78,48
4314,Argentina,2,16,P. Alvarado,Pablo Andrés Alvarado,Argentina,50,66,58,82,58.0,67,65,70,74
4315,Argentina,2,16,A. Niz,Alexis Jorge Niz,Argentina,61,57,61,91,65.0,68,69,65,71
4316,Argentina,2,16,C. Menéndez,Cristian Matías Menéndez,Argentina,66,60,54,75,67.0,74,67,64,77
4317,Argentina,2,16,E. Loeschbor,Emanuel Sebastián Loeschbor,Argentina,61,42,64,76,60.0,69,60,56,79
4318,Argentina,2,16,I. Malcorra,Víctor Ignacio Malcorra,Argentina,79,77,85,78,76.0,67,74,78,62
4319,Argentina,2,16,D. Lemos,Damián Oscar Lemos,Argentina,64,64,60,74,67.0,74,69,84,73
4320,Argentina,2,16,S. Bertoli,Sebastián Hernán Bertoli,Argentina,24,38,40,59,,64,33,19,60
4321,Argentina,2,16,L. Martínez Quarta,Lucas Martínez Quarta,Argentina,69,67,63,74,69.0,71,69,68,72
4322,Argentina,2,16,L. Suárez,Leonardo Gabriel Suárez,Argentina,75,88,91,74,71.0,58,68,46,38
4323,Argentina,2,16,L. Rodríguez,Lucas Rodríguez,Argentina,81,83,88,58,77.0,65,74,84,43
4324,Argentina,2,16,S. Rosales,José Santiago Rosales,Argentina,81,74,70,74,83.0,57,85,66,63
4325,Argentina,2,16,A. Batalla,Augusto Martín Batalla Barga,Argentina,43,37,43,56,,71,42,33,76
4326,Argentina,2,16,L. Giannetti,Lautaro Daniel Gianetti,Argentina,68,57,60,85,65.0,62,63,65,74
4327,Argentina,2,16,N. Leguizamón,Nicolás Leguizamón,Argentina,71,72,58,74,72.0,67,73,75,76
4328,Argentina,2,16,L. Magallán,Lisandro Magallán,Argentina,53,59,51,85,58.0,67,62,71,78
4329,Argentina,2,16,F. Bellocq,Franco Bellocq,Argentina,67,66,72,71,66.0,71,66,83,62
4330,Argentina,2,16,L. Di Plácido,Leonel Di Plácido,Argentina,85,73,74,63,84.0,61,83,80,55
4331,Argentina,2,16,E. Unsain,Luis Ezequiel Unsain,Argentina,45,50,51,60,,67,39,32,63
4332,Argentina,2,16,J. Rodríguez,Jorge Rodríguez,Argentina,62,56,66,79,64.0,58,66,45,75
4333,Argentina,2,16,E. Martinez,Damián Emiliano Martínez,Argentina,59,49,49,60,,60,57,14,70
4334,Argentina,2,16,G. Ortíz,Guillermo Luis Ortíz,Argentina,66,67,62,82,70.0,73,74,69,74
4335,Argentina,2,16,L. Melano,Lucas Santiago Melano,Argentina,92,79,60,65,90.0,71,89,84,75
4336,Argentina,2,16,L. Diarte,Lucas Martín Diarte,Argentina,60,63,67,90,64.0,74,67,76,65
4337,Argentina,2,16,P. Gazzaniga,Paulo Dino Gazzaniga,Argentina,63,64,49,66,,59,65,45,67
4338,Argentina,2,16,N. Ibáñez,Nicolás Alejandro Ibáñez,Argentina,73,70,72,77,74.0,67,75,73,71
4339,Argentina,2,16,M. Herrera,Luis Marcelo Herrera,Argentina,67,59,64,69,68.0,65,68,74,73
4340,Argentina,2,16,F. Muñoz,Fabián Miguel Muñoz,Argentina,88,79,73,73,87.0,73,87,70,62
4341,Argentina,2,16,N. Sánchez,Nicolás Sánchez,Argentina,78,80,77,55,76.0,62,75,81,59
4342,Argentina,2,16,V. Viola,Valentín Nicolás Viola,Argentina,71,68,66,65,70.0,66,69,67,71
4343,Argentina,2,16,J. Velázquez,Julián Alberto Velázquez,Argentina,67,68,54,73,66.0,62,65,68,72
4344,Argentina,2,16,L. Desábato,Leandro Luis Desábato,Argentina,68,70,73,83,69.0,71,70,74,70
4345,Argentina,2,16,G. Toledo,Gustavo Ariel Toledo,Argentina,84,75,66,74,81.0,75,78,81,57
4346,Argentina,2,16,E. Aguilera,Víctor Emanuel Aguilera,Argentina,48,35,34,49,56.0,67,63,67,81
4347,Argentina,2,16,M. Escudero,Matías Andrés Escudero,Argentina,62,47,66,78,64.0,75,65,56,71
4348,Argentina,2,16,H. Campagnaro,Hugo Armando Campagnaro,Argentina,36,53,66,83,46.0,63,55,56,86
4349,Argentina,2,16,R. Braña,Rodrigo Braña,Argentina,49,57,69,64,48.0,64,48,52,56
4350,Argentina,2,16,C. Araujo,Carlos Luciano Araujo,Argentina,75,71,68,73,68.0,68,63,71,64
4351,Argentina,2,16,S. Domínguez,Sebastián Enrique Domínguez,Argentina,39,46,52,68,46.0,65,52,34,80
4352,Argentina,2,16,F. Niell,Franco Niell,Argentina,85,92,91,92,89.0,62,93,76,32
4353,Argentina,2,16,O. Scarione,Ezequiel Oscar Scarione,Argentina,67,71,76,50,67.0,68,67,71,56
4354,Argentina,2,16,C. Álvarez,Cristian Darío Álvarez,Argentina,45,63,53,60,,63,50,38,68
4355,Argentina,2,16,F. Zuculini,Franco Zuculini,Argentina,67,72,76,76,68.0,68,69,72,62
4356,Argentina,2,16,I. Canuto,Ignacio Canuto,Argentina,54,69,72,74,55.0,64,56,62,81
4357,Argentina,2,16,L. Rodríguez,Luis Miguel Rodríguez,Argentina,70,72,75,73,70.0,65,70,56,57
4358,Argentina,2,16,P. Caballero,Pablo Nicolás Caballero Santos,Argentina,35,40,52,76,38.0,74,40,38,75
4359,Argentina,2,16,H. Grana,Hernán Gustavo Grana,Argentina,74,78,74,73,76.0,64,78,82,64
4360,Argentina,2,16,S. López,Sergio Daniel López,Argentina,65,74,72,63,67.0,57,69,63,59
4361,Argentina,2,16,G. Cosaro,Guillermo Cosaro,Argentina,74,68,69,78,75.0,66,75,72,75
4362,Argentina,2,16,C. Rius,Ciro Pablo Rius Aragallo,Argentina,78,77,75,45,77.0,68,76,78,62
4363,Argentina,2,16,G. Milan,Guido Leonardo Milán,Argentina,31,48,44,48,34.0,56,37,66,90
4364,Argentina,2,16,F. Oreja,Facundo Julián Oreja,Argentina,75,72,83,76,70.0,84,65,51,61
4365,Argentina,2,16,N. Moiraghi,Néstor Emanuel Moiraghi,Argentina,46,45,61,70,55.0,62,62,51,75
4366,Argentina,2,16,M. García,Juan Manuel García,Argentina,49,52,55,62,,68,41,42,46
4367,Argentina,2,16,J. Cristaldo,Jonathan Ezequiel Cristaldo,Argentina,77,78,75,55,76.0,66,76,72,63
4368,Argentina,2,16,G. Díaz,Gonzalo Orlando Díaz Nachar,Argentina,81,79,76,50,80.0,63,80,60,50
4369,Argentina,2,16,J. Chiarini,Julio César Chiarini,Argentina,45,33,58,59,,57,49,31,57
4370,Argentina,2,16,N. Silva,Nicolás Alexis Silva,Argentina,88,94,94,56,86.0,65,85,69,31
4371,Argentina,2,16,N. Romat,Nicolás Romat,Argentina,61,58,60,75,65.0,75,68,77,75
4372,Argentina,2,16,G. Acosta,Guillermo Gastón Acosta,Argentina,78,82,83,72,78.0,73,78,87,61
4373,Argentina,2,16,A. Werner,Axel Wilfredo Werner,Argentina,41,34,43,58,,53,46,38,77
4374,Argentina,2,16,A. Castro,Alexis Castro,Argentina,78,78,73,70,77.0,65,77,70,65
4375,Argentina,2,16,E. Reynoso,Emanuel Reynoso,Argentina,70,90,75,58,65.0,56,60,66,41
4376,Argentina,2,16,F. Pizzini,Francisco Andrés Pizzini,Argentina,77,81,71,58,77.0,63,77,67,72
4377,Argentina,2,16,J. Cavallaro,Juan Ignacio Cavallaro,Argentina,79,79,78,30,77.0,66,76,62,69
4378,Argentina,2,16,F. Quignon,Facundo Tomás Quignón,Argentina,68,63,64,59,69.0,70,70,77,73
4379,Argentina,2,16,G. Iñíguez,Gaspar Emmanuel Iñíguez,Argentina,67,75,78,72,67.0,65,67,77,68
4380,Argentina,2,16,J. Musso,Juan Agustín Musso,Argentina,46,32,39,51,,53,42,35,70
4381,Argentina,2,16,E. Godoy,Erik Fernando Godoy,Argentina,65,48,55,74,67.0,64,68,75,80
4382,Argentina,2,16,F. Monteseirín,Facundo Daniel Monteseirín,Argentina,52,40,55,74,54.0,56,56,58,80
4383,Argentina,2,16,E. Buendía,Emiliano Buendía,Argentina,71,73,75,44,71.0,59,71,58,59
4384,Argentina,2,16,M. Barbieri,Miguel Ángel Barbieri,Argentina,61,55,59,92,63.0,61,64,58,82
4385,Argentina,2,16,F. Andrada,Federico Oscar Andrada,Argentina,73,72,73,72,75.0,63,76,74,72
4386,Argentina,2,16,V. Salazar,Víctor Salazar,Argentina,91,89,81,70,90.0,61,90,83,57
4387,Argentina,2,16,M. Curado,Marcos Curado,Argentina,55,39,49,71,57.0,72,59,63,80
4388,Argentina,2,16,O. Benítez,Óscar Benítez,Argentina,76,75,74,73,77.0,67,77,70,71
4389,Argentina,2,16,L. Faravelli,Lorenzo Abel Faravelli,Argentina,74,76,74,72,75.0,67,76,72,63
4390,Argentina,2,16,E. Rescaldani,Ezequiel Edison Rescaldani,Argentina,42,47,33,33,42.0,66,42,61,92
4391,Argentina,2,16,J. Correa,Jorge Iván Correa,Argentina,79,80,83,56,77.0,68,75,78,56
4392,Argentina,2,16,J. Ramírez,Juan Edgardo Ramírez,Argentina,74,74,77,44,76.0,57,77,63,56
4393,Argentina,2,16,A. Aguerre,Alan Aguerre,Argentina,49,45,57,61,,70,43,34,62
4394,Argentina,2,16,N. Zárate,Nahuel Alejandro Zárate,Argentina,76,73,70,58,76.0,68,76,71,62
4395,Argentina,2,16,J. Mendoza,Javier Osvaldo Mendoza,Argentina,83,75,83,77,81.0,65,80,70,42
4396,Argentina,2,16,R. Carrera,Ramiro Ángel Carrera,Argentina,83,70,70,91,82.0,69,81,77,73
4397,Argentina,2,16,R. Erramuspe,Rodrigo Nahuel Erramuspe,Argentina,46,43,44,69,51.0,64,55,63,80
4398,Argentina,2,16,G. Carabajal,Horacio Gabriel Carabajal,Argentina,68,72,75,55,70.0,65,72,67,67
4399,Argentina,2,16,L. Marín,Leandro Lucas Marín,Argentina,70,66,61,74,70.0,62,70,74,71
4400,Argentina,2,16,C. Aquino,Claudio Ezequiel Aquino,Argentina,72,76,74,70,73.0,62,74,70,73
4401,Argentina,2,16,C. Erbes,Cristian Damián Erbes,Argentina,69,64,78,52,67.0,67,66,65,60
4402,Argentina,2,16,M. Barbieri,Mariano Omar Barbieri,Argentina,77,93,92,75,76.0,61,76,71,33
4403,Argentina,2,16,R. Aliendro,Rodrigo Germán Aliendro,Argentina,80,75,73,78,79.0,60,79,78,63
4404,Argentina,2,16,C. Rodríguez,Clemente Juan Rodríguez,Argentina,76,71,77,81,72.0,64,69,74,64
4405,Argentina,2,16,E. Papa,Emiliano Ramiro Papa,Argentina,72,75,75,71,73.0,70,74,70,45
4406,Argentina,2,16,I. Blanco,Ismael Blanco,Argentina,50,68,70,75,52.0,68,54,66,59
4407,Argentina,2,16,C. Nasuti,Cristian Javier Nasuti,Argentina,31,43,60,72,31.0,64,31,46,75
4408,Argentina,2,16,C. Lucchetti,Cristian David Lucchetti,Argentina,40,44,45,62,,69,45,35,55
4409,Argentina,2,16,P. Ledesma,Pablo Martín Ledesma,Argentina,57,65,67,65,53.0,71,50,71,73
4410,Argentina,2,16,E. Armenteros,Emiliano Daniel Armenteros,Argentina,65,66,73,57,64.0,69,63,60,65
4411,Argentina,2,16,N. Navarro,Nicolás Gastón Navarro,Argentina,50,58,41,53,,68,52,37,52
4412,Argentina,2,16,M. Bravo,Martín Iván Bravo,Argentina,73,75,77,77,75.0,64,76,74,67
4413,Argentina,2,16,J. San Román,José Ignacio San Román Canciani,Argentina,73,57,71,72,65.0,72,59,81,61
4414,Argentina,2,16,F. Espíndola,Edgar Fabián Espíndola,Argentina,75,74,70,72,73.0,66,71,79,64
4415,Argentina,2,16,L. Ibáñez,Luis Ezequiel Ibáñez,Argentina,78,83,80,76,80.0,68,81,77,59
4416,Argentina,2,16,M. Martínez,Miguel Ángel Martínez,Argentina,36,34,36,67,39.0,55,41,67,82
4417,Argentina,2,16,N. Colazo,Carlos Nicolás Colazo,Argentina,82,77,79,70,81.0,68,81,74,62
4418,Argentina,2,16,G. Castellani,Gonzalo Pablo Castellani,Argentina,65,70,75,58,67.0,64,69,62,80
4419,Argentina,2,16,A. Sánchez,Alejandro Miguel Sánchez,Argentina,23,23,48,33,,68,20,18,68
4420,Argentina,2,16,G. Verón,Gonzalo Alberto Verón,Argentina,84,77,72,48,83.0,68,82,59,60
4421,Argentina,2,16,N. Ibáñez,Nelson Martín Ibáñez,Argentina,46,38,55,51,,56,44,37,65
4422,Argentina,2,16,L. Ceballos,Lucas Esteban Ceballos,Argentina,77,89,90,82,78.0,65,79,76,43
4423,Argentina,2,16,F. Castillón,Facundo Andrés Castillón,Argentina,82,84,77,74,81.0,66,80,59,63
4424,Argentina,2,16,G. Díaz,Ricardo Gastón Díaz,Argentina,81,84,79,70,79.0,70,77,83,61
4425,Argentina,2,16,R. Depetris,Rodrigo Leonel Depetris,Argentina,76,70,65,80,76.0,63,76,70,60
4426,Argentina,2,16,C. Rigamonti,César Pablo Rigamonti,Argentina,43,37,48,59,,66,44,30,69
4427,Argentina,2,16,M. Núñez,Maximiliano Ezequiel Núñez,Argentina,87,81,78,63,86.0,58,85,72,39
4428,Argentina,2,16,L. Sánchez,Leonardo Agustín Sánchez,Argentina,43,34,37,33,38.0,68,33,57,90
4429,Argentina,2,16,N. Leyes,Nery Francisco Leyes,Argentina,64,58,58,62,65.0,64,66,79,79
4430,Argentina,2,16,F. Sbuttoni,Franco Sbuttoni,Argentina,51,40,32,59,44.0,67,38,59,84
4431,Argentina,2,16,J. Foyth,Juan Marcos Foyth,Argentina,74,75,74,73,73.0,70,72,73,66
4432,Argentina,2,16,T. Andrade,Tomás Gustavo Andrade,Argentina,75,82,81,60,80.0,55,84,82,59
4433,Argentina,2,16,A. Rossi,Agustín Daniel Rossi,Argentina,43,35,35,58,,71,44,24,70
4434,Argentina,2,16,E. Cecchini,Rodrigo Emanuel Cecchini,Argentina,71,74,63,54,73.0,68,75,81,63
4435,Argentina,2,16,A. Franco,Alan Javier Franco,Argentina,62,44,71,71,63.0,65,63,73,67
4436,Argentina,2,16,G. Vadalá,Guido Nahuel Vadalá,Argentina,81,86,85,55,78.0,56,75,69,38
4437,Argentina,2,16,T. Cardona,Tomás Cardona,Argentina,52,65,50,79,61.0,57,69,78,82
4438,Argentina,2,16,L. Acosta,Lucas Mauricio Acosta,Argentina,60,50,58,63,,62,60,42,77
4439,Argentina,2,16,I. Rossi,Iván Rossi,Argentina,71,67,68,57,73.0,52,74,71,72
4440,Argentina,2,16,B. Merlini,Bautista Merlini,Argentina,80,93,84,56,82.0,59,83,65,40
4441,Argentina,2,16,D. Barbona,David Matías Barbona,Argentina,79,76,77,68,82.0,65,84,67,62
4442,Argentina,2,16,L. Heredia,Leonardo Matías Heredia,Argentina,70,64,61,60,73.0,62,76,65,72
4443,Argentina,2,16,J. Garro,Juan Fernando Garro,Argentina,72,72,67,62,70.0,61,68,72,71
4444,Argentina,2,16,S. Ojeda,Sergio Maximiliano Ojeda,Argentina,41,44,51,77,50.0,62,57,66,82
4445,Argentina,2,16,M. Luque,Martín Luque,Argentina,80,78,79,62,81.0,63,82,70,49
4446,Argentina,2,16,Y. Cabral,Yonathan Emanuel Cabral,Argentina,45,40,48,56,52.0,64,58,54,83
4447,Argentina,2,16,M. Martínez,Mauricio Leonel Martínez,Argentina,64,59,49,63,66.0,58,68,74,81
4448,Argentina,2,16,L. Galeano,Leonel Ezequiel Galeano,Argentina,54,56,54,64,61.0,62,67,67,73
4449,Argentina,2,16,L. Villalba,Lucas Villalba,Argentina,76,78,68,76,79.0,64,82,75,58
4450,Argentina,2,16,G. Campi,Gastón Matías Campi,Argentina,55,31,34,31,47.0,64,40,70,90
4451,Argentina,2,16,A. Canelo,Alexis Pedro Canelo,Argentina,82,73,65,69,81.0,55,81,65,63
4452,Argentina,2,16,G. Sauro,Gastón Sauro,Argentina,52,43,41,79,52.0,60,52,62,79
4453,Argentina,2,16,M. Fissore,Matías Oscar Fissore,Argentina,63,90,85,75,66.0,75,68,74,34
4454,Argentina,2,16,L. Gil,Leonardo Roque Gil,Argentina,73,71,73,83,70.0,56,68,75,59
4455,Argentina,2,16,A. Vuletich,Agustín Vuletich,Argentina,66,53,55,64,68.0,67,70,63,79
4456,Argentina,2,16,N. Valentini,Nahuel Valentini,Argentina,63,51,60,59,65.0,60,66,66,82
4457,Argentina,2,16,J. Aguirre,Leonel Jonás Aguirre Avalo,Argentina,94,83,79,57,94.0,58,94,70,58
4458,Argentina,2,16,M. Benítez,Marcelo Nicolás Benítez,Argentina,76,72,72,76,77.0,62,77,83,63
4459,Argentina,2,16,G. Modica,Giuliano Franco Modica,Argentina,64,49,67,81,59.0,66,55,67,74
4460,Argentina,2,16,F. Mattia,Juan Francisco Mattia,Argentina,44,31,34,34,39.0,70,35,34,77
4461,Argentina,2,16,G. Giménez,Gastón Claudio Giménez,Argentina,62,71,55,44,64.0,63,66,72,90
4462,Argentina,2,16,F. Silva,Facundo Ezequiel Silva,Argentina,73,77,76,73,75.0,65,77,60,57
4463,Argentina,2,16,G. Herrera,Germán Gustavo Herrera,Argentina,70,69,62,72,69.0,68,69,78,76
4464,Argentina,2,16,M. Gelabert,Marcos Agustín Gelabert,Argentina,57,61,70,62,55.0,83,54,48,71
4465,Argentina,2,16,P. Lugüercio,Pablo Ariel Lugüercio,Argentina,78,78,74,64,85.0,71,91,67,62
4466,Argentina,2,16,D. Herner,Diego Armando Herner,Argentina,35,33,44,34,34.0,66,34,37,85
4467,Argentina,2,16,G. Machín,Gastón Machín,Argentina,74,61,62,71,73.0,66,73,72,67
4468,Argentina,2,16,C. Matheu,Carlos Javier Matheu,Argentina,67,50,52,64,67.0,67,67,60,75
4469,Argentina,2,16,B. Urribarri,Bruno Saúl Urribarri,Argentina,84,85,78,77,82.0,66,81,83,38
4470,Argentina,2,16,M. Sánchez,Matías Ariel Sánchez,Argentina,70,64,76,51,69.0,69,69,73,62
4471,Argentina,2,16,J. Blengio,Juan Carlos Blengio,Argentina,35,56,51,77,33.0,63,32,34,80
4472,Argentina,2,16,G. Cellerino,Gastón Andrés Javier Cellerino Grasso,Argentina,58,67,46,65,57.0,60,56,65,82
4473,Argentina,2,16,L. Civelli,Luciano Civelli,Argentina,73,58,61,45,72.0,67,71,76,78
4474,Argentina,2,16,E. Molina,Jorge Emanuel Molina,Argentina,69,71,65,58,70.0,65,70,60,68
4475,Argentina,2,16,C. Corvalán,Claudio Gastón Corvalán,Argentina,75,71,64,63,74.0,72,74,87,73
4476,Argentina,2,16,G. Cano,Germán Ezequiel Cano,Argentina,66,70,69,72,68.0,66,69,64,68
4477,Argentina,2,16,M. Bogado,Mauro Ezequiel Bogado,Argentina,64,72,72,53,68.0,80,72,75,59
4478,Argentina,2,16,F. Márquez,Fernando Andrés Márquez,Argentina,74,72,62,77,77.0,66,80,76,81
4479,Argentina,2,16,J. Blanco,Jonathan Matías Blanco,Argentina,64,57,49,53,64.0,64,64,84,82
4480,Argentina,2,16,G. Arias,Gabriel Arias Arroyo,Argentina,36,34,56,60,,64,40,32,60
4481,Argentina,2,16,C. Chimino,Christian Chimino,Argentina,76,62,66,64,77.0,69,78,81,62
4482,Argentina,2,16,F. Brandán,Fernando Daniel Brandán,Argentina,90,93,87,76,88.0,69,87,68,38
4483,Argentina,2,16,B. Mansilla,Braian Ezequiel Mansilla,Argentina,91,83,78,63,92.0,62,92,69,69
4484,Argentina,2,16,I. Pussetto,Ignacio Pussetto,Argentina,78,76,66,69,76.0,57,75,71,72
